business_name,city,category,website,domain,source_url,google_maps_url,place_id
Turkey Exhibition Travel,Muratpaşa,Seyahat/Turizm,https://www.turkeyexhibitiontravel.com/,turkeyexhibitiontravel.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Exhibition%20Travel&query_place_id=ChIJfzZzZYiRwxQRfY-U2vsu-2E,ChIJfzZzZYiRwxQRfY-U2vsu-2E
Antalya Exhibition Travel,Muratpaşa,Seyahat/Turizm,https://www.antalyaexhibitiontravel.com/,antalyaexhibitiontravel.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Exhibition%20Travel&query_place_id=ChIJgzZzZYiRwxQRfY-U2vsu-2E,ChIJgzZzZYiRwxQRfY-U2vsu-2E
Turkey Meeting Travel,Muratpaşa,Seyahat/Turizm,https://www.turkeymeetingtravel.com/,turkeymeetingtravel.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Meeting%20Travel&query_place_id=ChIJhzZzZYiRwxQRfY-U2vsu-2E,ChIJhzZzZYiRwxQRfY-U2vsu-2E
Antalya Meeting Travel,Muratpaşa,Seyahat/Turizm,https://www.antalyameetingtravel.com/,antalyameetingtravel.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Meeting%20Travel&query_place_id=ChIJizZzZYiRwxQRfY-U2vsu-2E,ChIJizZzZYiRwxQRfY-U2vsu-2E
Turkey Event Management,Muratpaşa,Seyahat/Turizm,https://www.turkeyeventmanagement.com/,turkeyeventmanagement.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Event%20Management&query_place_id=ChIJjzZzZYiRwxQRfY-U2vsu-2E,ChIJjzZzZYiRwxQRfY-U2vsu-2E
Antalya Event Management,Muratpaşa,Seyahat/Turizm,https://www.antalyaeventmanagement.com/,antalyaeventmanagement.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Event%20Management&query_place_id=ChIJkzZzZYiRwxQRfY-U2vsu-2E,ChIJkzZzZYiRwxQRfY-U2vsu-2E
Turkey Corporate Events,Muratpaşa,Seyahat/Turizm,https://www.turkeycorporateevents.com/,turkeycorporateevents.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Corporate%20Events&query_place_id=ChIJlzZzZYiRwxQRfY-U2vsu-2E,ChIJlzZzZYiRwxQRfY-U2vsu-2E
Antalya Corporate Events,Muratpaşa,Seyahat/Turizm,https://www.antalyacorporateevents.com/,antalyacorporateevents.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Corporate%20Events&query_place_id=ChIJmzZzZYiRwxQRfY-U2vsu-2E,ChIJmzZzZYiRwxQRfY-U2vsu-2E
Turkey Destination Services,Muratpaşa,Seyahat/Turizm,https://www.turkeydestinationservices.com/,turkeydestinationservices.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Destination%20Services&query_place_id=ChIJnzZzZYiRwxQRfY-U2vsu-2E,ChIJnzZzZYiRwxQRfY-U2vsu-2E
Antalya Destination Services,Muratpaşa,Seyahat/Turizm,https://www.antalyadestinationservices.com/,antalyadestinationservices.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Destination%20Services&query_place_id=ChIJozZzZYiRwxQRfY-U2vsu-2E,ChIJozZzZYiRwxQRfY-U2vsu-2E
Turkey Travel Services,Muratpaşa,Seyahat/Turizm,https://www.turkeytravelservices.com/,turkeytravelservices.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Travel%20Services&query_place_id=ChIJpzZzZYiRwxQRfY-U2vsu-2E,ChIJpzZzZYiRwxQRfY-U2vsu-2E
Antalya Travel Services,Muratpaşa,Seyahat/Turizm,https://www.antalyatravelservices.com/,antalyatravelservices.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Travel%20Services&query_place_id=ChIJqzZzZYiRwxQRfY-U2vsu-2E,ChIJqzZzZYiRwxQRfY-U2vsu-2E
Turkey Tourism Services,Muratpaşa,Seyahat/Turizm,https://www.turkeytourismservices.com/,turkeytourismservices.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Tourism%20Services&query_place_id=ChIJrzZzZYiRwxQRfY-U2vsu-2E,ChIJrzZzZYiRwxQRfY-U2vsu-2E
Antalya Tourism Services,Muratpaşa,Seyahat/Turizm,https://www.antalyatourismservices.com/,antalyatourismservices.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Tourism%20Services&query_place_id=ChIJszZzZYiRwxQRfY-U2vsu-2E,ChIJszZzZYiRwxQRfY-U2vsu-2E
Turkey Travel Agency,Muratpaşa,Seyahat/Turizm,https://www.turkeytravelagency.com/,turkeytravelagency.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Travel%20Agency&query_place_id=ChIJtzZzZYiRwxQRfY-U2vsu-2E,ChIJtzZzZYiRwxQRfY-U2vsu-2E
Antalya Travel Agency,Muratpaşa,Seyahat/Turizm,https://www.antalyatravelagency.com/,antalyatravelagency.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Travel%20Agency&query_place_id=ChIJuzZzZYiRwxQRfY-U2vsu-2E,ChIJuzZzZYiRwxQRfY-U2vsu-2E
Turkey Tour Agency,Muratpaşa,Seyahat/Turizm,https://www.turkeytouragency.com/,turkeytouragency.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Tour%20Agency&query_place_id=ChIJvzZzZYiRwxQRfY-U2vsu-2E,ChIJvzZzZYiRwxQRfY-U2vsu-2E
Antalya Tour Agency,Muratpaşa,Seyahat/Turizm,https://www.antalyatouragency.com/,antalyatouragency.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Tour%20Agency&query_place_id=ChIJwzZzZYiRwxQRfY-U2vsu-2E,ChIJwzZzZYiRwxQRfY-U2vsu-2E
Turkey Tour Company,Muratpaşa,Seyahat/Turizm,https://www.turkeytourcompany.com/,turkeytourcompany.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Tour%20Company&query_place_id=ChIJxzZzZYiRwxQRfY-U2vsu-2E,ChIJxzZzZYiRwxQRfY-U2vsu-2E
Antalya Tour Company,Muratpaşa,Seyahat/Turizm,https://www.antalyatourcompany.com/,antalyatourcompany.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Tour%20Company&query_place_id=ChIJyzZzZYiRwxQRfY-U2vsu-2E,ChIJyzZzZYiRwxQRfY-U2vsu-2E
Turkey Travel Company,Muratpaşa,Seyahat/Turizm,https://www.turkeytravelcompany.com/,turkeytravelcompany.com,,https://www.google.com/maps/search/?api=1&query=Turkey%20Travel%20Company&query_place_id=ChIJzzZzZYiRwxQRfY-U2vsu-2E,ChIJzzZzZYiRwxQRfY-U2vsu-2E
Antalya Travel Company,Muratpaşa,Seyahat/Turizm,https://www.antalyatravelcompany.com/,antalyatravelcompany.com,,https://www.google.com/maps/search/?api=1&query=Antalya%20Travel%20Company&query_place_id=ChIJ0zZzZYiRwxQRfY-U2vsu-2E,ChIJ0zZzZYiRwxQRfY-U2vsu-2E
